resId;en;ru
DocStr4174;Gold, Ounces;Gold, Ounces
DocStr4175;Guatemala, Quetzales;Guatemala, Quetzales
DocStr4176;Guinea, Francs;Guinea, Francs
DocStr4177;Guyana, Dollars;Guyana, Dollars
DocStr4178;Haiti, Gourdes;Haiti, Gourdes
DocStr4179;Honduras, Lempiras;Honduras, Lempiras
DocStr4180;Hong Kong, Dollars;Hong Kong, Dollars
DocStr4181;Hungary, Forint;Hungary, Forint
DocStr4182;Iceland, Kronur;Iceland, Kronur
DocStr4183;India, Rupees;India, Rupees
DocStr4184;Indonesia, Rupiahs;Indonesia, Rupiahs
DocStr4185;Iraq, Dinars;Iraq, Dinars
DocStr4186;Israel, New Shekels;Israel, New Shekels
DocStr4187;Jamaica, Dollars;Jamaica, Dollars
DocStr4188;Japan, Yen;Japan, Yen
DocStr4189;Jordan, Dinars;Jordan, Dinars
DocStr4190;Kazakstan, Tenge;Kazakstan, Tenge
DocStr4191;Kenya, Shillings;Kenya, Shillings
DocStr4192;Korea (South), Won;Korea (South), Won
DocStr4193;Kuwait, Dinars;Kuwait, Dinars
DocStr4194;Laos, Kips;Laos, Kips
DocStr4195;Latvia, Lati;Latvia, Lati
DocStr4196;Lebanon, Pounds;Lebanon, Pounds
DocStr4197;Lesotho, Maloti;Lesotho, Maloti
DocStr4198;Liberia, Dollars;Liberia, Dollars
DocStr4199;Libya, Dinars;Libya, Dinars
DocStr4200;Lithuania, Litai;Lithuania, Litai
DocStr4201;Macau, Patacas;Macau, Patacas
DocStr4202;Macedonia, Denars;Macedonia, Denars
DocStr4203;Malagasy, Franc;Malagasy, Franc
DocStr4204;Malawi, Kwachas;Malawi, Kwachas
DocStr4205;Malaysia, Ringgits;Malaysia, Ringgits
DocStr4206;Maldives (Maldive Islands), Rufiyaa;Maldives (Maldive Islands), Rufiyaa
DocStr4207;Malta, Liri;Malta, Liri
DocStr4208;Mauritania, Ouguiyas;Mauritania, Ouguiyas
DocStr4209;Mauritius, Rupees;Mauritius, Rupees
DocStr4210;Mexico, Pesos;Mexico, Pesos
DocStr4211;Moldova, Lei;Moldova, Lei
DocStr4212;Mongolia, Tugriks;Mongolia, Tugriks
DocStr4213;Morocco, Dirhams;Morocco, Dirhams
DocStr4214;Mozambique, Meticais;Mozambique, Meticais
DocStr4215;Myanmar (Burma), Kyats;Myanmar (Burma), Kyats
DocStr4216;Namibia, Dollars;Namibia, Dollars
DocStr4217;Nepal, Nepal Rupees;Nepal, Nepal Rupees
DocStr4218;Netherlands Antilles, Guilders (also called Florins);Netherlands Antilles, Guilders (also called Florins)
DocStr4219;New Zealand, Dollars;New Zealand, Dollars
DocStr4220;Nicaragua, Gold Cordobas;Nicaragua, Gold Cordobas
DocStr4221;Nigeria, Nairas;Nigeria, Nairas
DocStr4222;Korea (North), Won;Korea (North), Won
DocStr4223;Norway, Krone;Norway, Krone
DocStr4224;Oman, Rials;Oman, Rials
DocStr4225;Comptoirs Francais du Pacifique Francs;Comptoirs Francais du Pacifique Francs
DocStr4226;Pakistan, Rupees;Pakistan, Rupees
DocStr4227;Palladium Ounces;Palladium Ounces
DocStr4228;Panama, Balboa;Panama, Balboa
DocStr4229;Papua New Guinea, Kina;Papua New Guinea, Kina
DocStr4230;Paraguay, Guarani;Paraguay, Guarani
DocStr4231;Peru, Nuevos Soles;Peru, Nuevos Soles
DocStr4232;Philippines, Pesos;Philippines, Pesos
DocStr4233;Platinum, Ounces;Platinum, Ounces
DocStr4234;Poland, Zlotych;Poland, Zlotych
DocStr4235;Qatar, Rials;Qatar, Rials
DocStr4236;Russia, Abkhazia, South Ossetia, Russian rouble;Russia, Abkhazia, South Ossetia, Russian rouble
DocStr4237;Samoa, Tala;Samoa, Tala
DocStr4238;Sao Tome and Principe, Dobras;Sao Tome and Principe, Dobras
DocStr4239;Saudi Arabia, Riyals;Saudi Arabia, Riyals
DocStr4240;Seychelles, Rupees;Seychelles, Rupees
DocStr4241;Sierra Leone, Leones;Sierra Leone, Leones
DocStr4242;Silver, Ounces;Silver, Ounces
DocStr4243;Singapore, Dollars;Singapore, Dollars
DocStr4244;Slovakia, Koruny;Slovakia, Koruny
DocStr4245;Slovenia, Tolars;Slovenia, Tolars
DocStr4246;Solomon Islands, Dollars;Solomon Islands, Dollars
DocStr4247;Somalia, Shillings;Somalia, Shillings
DocStr4248;South Africa, Rand;South Africa, Rand
DocStr4249;Sri Lanka, Rupees;Sri Lanka, Rupees
DocStr4250;Saint Helena, Pounds;Saint Helena, Pounds
DocStr4251;Sudan, Dinars;Sudan, Dinars
DocStr4252;Surinamese dollar;Surinamese dollar
DocStr4253;Swaziland, Emalangeni;Swaziland, Emalangeni
DocStr4254;Sweden, Kronor;Sweden, Kronor
DocStr4255;Switzerland, Francs;Switzerland, Francs
DocStr4256;Syria, Pounds;Syria, Pounds
DocStr4257;Taiwan, New Dollars;Taiwan, New Dollars
DocStr4258;Tanzania, Shillings;Tanzania, Shillings
DocStr4259;Thailand, Baht;Thailand, Baht
DocStr4260;Tonga, Pa'anga;Tonga, Pa'anga
DocStr4261;Trinidad and Tobago, Dollars;Trinidad and Tobago, Dollars
DocStr4262;Tunisia, Dinars;Tunisia, Dinars
DocStr4263;Turkey, Liras;Turkey, Liras
DocStr4264;United States of America, Dollars;United States of America, Dollars
DocStr4265;United Arab Emirates, Dirhams;United Arab Emirates, Dirhams
DocStr4266;Uganda, Shillings;Uganda, Shillings
DocStr4267;Ukraine, Hryvnia;Ukraine, Hryvnia
DocStr4268;Uruguay, Pesos;Uruguay, Pesos
DocStr4269;Vanuatu, Vatu;Vanuatu, Vatu
DocStr4270;Venezuela, Bolivares;Venezuela, Bolivares
DocStr4271;Viet Nam, Dong;Viet Nam, Dong
DocStr4272;Yemen, Rials;Yemen, Rials
DocStr4273;Serbian dinar;Serbian dinar
DocStr4274;Zambia, Kwacha;Zambia, Kwacha
DocStr4275;Zimbabwe, Zimbabwe Dollars;Zimbabwe, Zimbabwe Dollars
DocStr4276;Turkey, Northern Cyprus, Turkish lira;Turkey, Northern Cyprus, Turkish lira
DocStr4277;Ven;Ven
DocStr4278;Bitcoin;Bitcoin
DocStr4279;United Kingdom, Pence sterling;United Kingdom, Pence sterling
DocStr4280;Ghana, Ghanaian Cedi;Ghana, Ghanaian Cedi
DocStr4340;Ожидание выполнения некоего действия, связанного с ключом;Ожидание выполнения некоего действия, связанного с ключом
DocStr4345;Ограничение по времени, в течении которого должен отработать действие;Ограничение по времени, в течении которого должен отработать действие
DocStr4447;Change,%;Change,%
DocStr4460;Shares Float;Shares Float
DocStr4461;Float Short;Float Short
DocStr4462;Short;Short
DocStr4466;ATR;ATR
DocStr4515;CFD;CFD
DocStr4529;Т+0;Т+0
DocStr4530;Т+1;Т+1
DocStr4531;Т+2;Т+2
DocStr4532;Т+x;Т+x
DocStr4573;Идентификатор сервера доступа, например, “EQ_TEST”;Идентификатор сервера доступа, например, “EQ_TEST”
DocStr4574;"Строка в формате “N,M”, где первое число N – уровень логирования вызовов API MTESRL. Второе число M – уровень сбора статистики по соединению. Максимальный уровень логирования равен ""5,2"". Минимальный (выключен) ""0,0"". По умолчанию значение равно {0}";"Строка в формате “N,M”, где первое число N – уровень логирования вызовов API MTESRL. Второе число M – уровень сбора статистики по соединению. Максимальный уровень логирования равен ""5,2"". Минимальный (выключен) ""0,0"". По умолчанию значение равно {0}"
DocStr4575;Параметр компрессии данных. По умолчанию равен {0};Параметр компрессии данных. По умолчанию равен {0}
DocStr4576;Список площадок, с которыми будет вестись работа;Список площадок, с которыми будет вестись работа
DocStr4577;Язык для сообщений об ошибках. Допустимые значения: “English”, “Russian”, “Ukrainian”;Язык для сообщений об ошибках. Допустимые значения: “English”, “Russian”, “Ukrainian”
DocStr4578;Поле, в которое нужно записывать пользовательский комментарий транзакции. По умолчанию равно {0};Поле, в которое нужно записывать пользовательский комментарий транзакции. По умолчанию равно {0}
DocStr4579;Запрашиваемое количество лучших котировок на покупку/продажу по инструменту. Для получения всех котировок значение не указывается;Запрашиваемое количество лучших котировок на покупку/продажу по инструменту. Для получения всех котировок значение не указывается
